Heat,Part,label,label_id,SN,Fld,Intensity,Davg,Dcirc,Dmax,Dmin,Dperp,Aspect,Area,Perim,Roundness,Elongation,Pixel.Size...m.per.pixel.,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19,g20,g21,g22,g23,g24,g25,g26,g27,g28,g29,g30,g31,g32,g33,g34,g35,g36,g37,g38,g39,g40,g41,g42,g43,g44,g45,g46,g47,g48,g49,g50,g51,g52,g53,g54,g55,g56,g57,g58,g59,g60,g61,g62,g63,g64,g65,g66,g67,g68,g69,g70,g71,g72,g73,g74,g75,g76,g77,g78,g79,g80,g81,g82,g83,g84,g85,g86,g87,g88,g89,g90,g91,g92,g93,g94,g95,g96,g97,g98,g99,g100,g101,g102,g103,g104,g105,g106,g107,g108,g109,g110,g111,g112,g113,g114,g115,g116,g117,g118,g119,g120,g121,g122,g123,g124,g125,g126,g127,g128,g129,g130,g131,g132,g133,g134,g135,g136,g137,g138,g139,g140,g141,g142,g143,g144,g145,g146,g147,g148,g149,g150,g151,g152,g153,g154,g155,g156,g157,g158,g159,g160,g161,g162,g163,g164,g165,g166,g167,g168,g169,g170,g171,g172,g173,g174,g175,g176,g177,g178,g179,g180,g181,g182,g183,g184,g185,g186,g187,g188,g189,g190,g191,g192,g193,g194,g195,g196,g197,g198,g199,g200,g201,g202,g203,g204,g205,g206,g207,g208,g209,g210,g211,g212,g213,g214,g215,g216,g217,g218,g219,g220,g221,g222,g223,g224,g225,g226,g227,g228,g229,g230,g231,g232,g233,g234,g235,g236,g237,g238,g239,g240,g241,g242,g243,g244,g245,g246,g247,g248,g249,g250,g251,g252,g253,g254,g255,image_path,split
3,12612,sulfide,2,3-12612,104,101,2.456,2.32,2.604,2.276,2.406,1.1,4.226,8.773,0.79,0.92,0.092773438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,4,10,7,10,8,5,9,9,13,12,17,15,13,13,8,7,9,11,15,5,4,4,6,4,4,2,2,4,4,3,8,1,4,3,3,5,4,5,6,0,1,6,3,3,1,3,4,2,5,3,2,3,3,1,2,1,4,2,5,4,5,3,0,2,2,5,2,1,5,2,4,3,0,5,5,2,3,1,1,3,3,3,1,5,2,3,1,5,2,1,2,5,5,3,3,4,3,2,3,3,0,2,3,2,6,3,4,4,7,8,8,9,7,16,14,18,20,33,50,49,101,107,131,133,189,239,263,295,387,457,445,549,618,617,661,707,710,722,771,732,709,718,680,619,600,523,460,399,361,290,270,246,203,176,130,105,94,61,43,36,30,18,8,14,7,12,5,7,1,4,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/raw/heat_3/imgs/12612.TIF,train
3,16843,sulfide,2,3-16843,145,111,3.07,2.7,3.828,2.329,2.5,1.5,5.724,11.375,0.5,0.65,0.092773438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,4,4,4,3,5,8,10,7,13,15,14,16,18,24,10,14,16,18,23,15,20,12,14,10,11,9,13,11,5,7,5,8,10,6,6,8,9,6,5,2,2,7,2,7,5,2,1,3,4,7,4,2,6,4,3,5,5,4,4,5,5,5,10,9,1,5,9,2,1,6,6,2,5,7,4,1,2,8,3,5,2,5,3,2,2,4,3,3,6,4,6,6,3,3,9,4,10,9,6,3,10,9,10,13,18,23,46,43,54,73,105,112,161,148,188,236,279,340,362,461,522,516,598,612,637,677,703,743,710,727,723,649,571,590,525,524,485,396,362,313,250,214,219,158,135,91,82,61,49,47,31,24,21,14,4,4,4,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/raw/heat_3/imgs/16843.TIF,train
3,2005,oxy-sulfide,3,3-2005,23,98,5.452,5.155,5.987,4.852,4.919,1.2,20.872,22.248,0.74,0.82,0.092773438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,5,2,8,2,8,4,6,10,10,14,14,8,5,7,10,3,9,9,13,9,9,13,16,10,11,15,19,20,12,15,24,25,28,20,27,27,26,24,34,22,29,28,23,20,17,19,22,22,23,22,25,27,32,30,24,20,22,30,29,32,20,31,29,36,37,32,30,31,24,32,26,20,18,27,28,24,17,20,15,16,11,13,11,12,17,13,17,16,14,13,10,15,10,17,10,15,10,12,15,15,9,8,17,14,12,17,14,8,11,16,15,14,7,8,10,8,11,11,17,13,12,15,9,11,18,16,16,16,15,12,12,16,16,15,10,19,17,11,11,14,19,28,20,19,19,18,19,21,11,26,27,28,35,61,52,59,82,112,121,124,159,189,218,286,324,336,417,434,502,490,590,536,614,632,654,610,598,612,553,532,531,466,444,401,313,272,240,226,191,167,132,102,91,69,54,36,32,17,15,13,9,5,7,5,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/raw/heat_3/imgs/02005.TIF,train
4,2454,sulfide,2,4-2454,28,134,8.834,3.926,13.423,1.447,1.47,9.1,12.106,32.003,0.09,0.11,0.127905933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,6,2,2,5,8,7,5,13,13,12,17,15,18,13,25,22,32,28,31,32,23,28,27,22,26,16,24,23,13,19,15,16,16,16,10,14,12,7,16,11,8,8,15,8,11,11,8,13,7,8,13,10,7,9,14,5,10,8,5,8,5,6,10,16,9,20,16,25,24,34,49,73,81,110,139,155,198,222,284,332,370,438,493,535,577,611,660,691,760,714,715,729,745,650,634,613,570,468,411,385,329,280,251,221,175,143,118,93,85,57,39,51,31,27,17,10,7,4,7,5,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/raw/heat_4/imgs/02454.TIF,train
3,1227,sulfide,2,3-1227,14,111,2.298,2.188,2.35,2.201,2.307,1.0,3.761,8.348,0.87,0.98,0.092773438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,5,4,2,4,6,8,6,13,11,15,12,24,11,8,14,17,11,9,12,9,6,4,4,8,5,7,6,2,3,3,0,3,2,2,3,5,0,4,2,5,4,5,5,4,1,3,4,6,2,3,4,2,3,4,2,5,2,2,2,1,5,2,4,1,3,3,4,1,5,2,3,2,3,5,1,3,3,0,3,2,4,7,0,0,1,4,5,5,4,3,4,5,3,5,2,3,8,9,9,13,17,25,33,34,39,56,80,101,120,167,185,219,296,320,369,371,474,503,553,593,598,693,707,694,728,759,735,702,692,646,563,530,462,459,421,334,286,238,208,186,150,111,95,82,65,50,29,39,24,16,14,6,1,2,6,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/raw/heat_3/imgs/01227.TIF,train
4,2313,non-inclusion,0,4-2313,27,100,1.818,1.553,2.21,1.451,1.506,1.5,1.894,6.14,0.49,0.68,0.092773438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,1,2,4,1,0,2,4,3,3,4,0,3,2,3,5,3,3,2,2,3,1,3,1,4,1,3,0,1,4,3,0,3,0,0,1,1,1,3,3,2,1,2,0,0,3,1,1,4,1,2,0,2,2,3,3,2,1,3,0,3,1,1,1,1,0,1,2,0,1,1,3,2,0,4,1,1,1,2,0,2,1,1,4,2,3,3,2,3,1,4,2,4,1,6,2,4,5,1,4,2,3,2,0,3,3,3,2,4,3,4,3,4,4,4,6,3,4,5,9,6,7,6,8,10,14,15,16,33,35,45,47,92,94,116,156,197,223,251,315,382,444,466,584,556,656,740,781,726,798,727,750,753,738,682,621,593,523,460,406,356,345,265,227,179,177,122,105,80,38,44,26,18,14,13,6,7,7,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/raw/heat_4/imgs/02313.TIF,train
3,17353,oxide,1,3-17353,151,80,2.589,2.453,2.821,2.35,2.444,1.2,4.725,9.19,0.76,0.87,0.092773438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,5,2,3,1,3,6,13,13,9,17,17,15,7,11,8,11,6,9,5,3,7,5,4,3,5,3,4,4,3,5,2,2,3,5,8,4,1,4,2,4,3,3,4,3,1,2,1,2,4,1,1,3,5,2,2,4,1,4,4,2,3,6,3,2,3,1,2,2,2,3,1,2,3,1,3,3,1,2,3,2,2,2,0,0,3,4,3,2,3,3,1,1,3,3,2,2,1,6,2,4,1,4,3,2,4,1,2,1,2,3,2,5,4,2,2,3,4,0,1,2,1,3,1,3,3,5,6,6,3,4,7,1,3,2,5,3,0,2,3,2,5,1,0,6,4,4,2,3,4,5,2,4,7,3,5,3,4,8,7,10,14,7,18,28,21,32,49,49,68,78,107,133,166,186,237,293,319,430,457,502,555,599,660,631,725,676,698,690,741,752,704,630,615,548,508,422,411,355,262,285,215,213,169,111,94,94,65,45,36,21,21,14,9,7,7,4,4,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data/raw/heat_3/imgs/17353.TIF,train
4,554,non-inclusion,0,4-554,7,112,1.948,1.72,2.234,1.609,1.733,1.3,2.324,7.353,0.59,0.78,0.092773438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,2,0,0,1,0,1,4,1,2,1,0,0,5,5,4,1,1,4,4,1,0,5,3,5,2,3,3,4,5,1,3,4,2,4,2,4,1,4,3,3,2,2,3,2,1,1,2,4,5,1,1,1,2,2,0,0,3,3,4,4,1,0,2,5,5,1,1,2,1,3,3,1,5,6,3,0,3,4,5,5,5,6,3,2,2,4,2,2,2,5,2,1,1,6,2,6,2,4,4,1,3,2,2,3,2,7,3,3,2,3,7,4,7,7,5,5,11,7,19,22,26,33,43,55,85,115,133,179,206,241,329,315,410,485,524,565,643,724,748,771,748,791,769,722,713,683,664,614,568,492,433,431,315,294,222,198,170,144,107,69,49,44,46,21,20,12,8,9,3,2,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/raw/heat_4/imgs/00554.TIF,train
1,16797,oxy-sulfide,3,1-16797,55,101,4.795,4.389,5.493,3.925,4.576,1.2,15.131,18.529,0.64,0.83,0.092773438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,5,2,4,4,7,7,4,13,12,14,7,11,14,23,18,16,14,12,18,18,20,11,12,16,18,10,11,10,16,14,11,12,16,10,11,11,9,10,14,11,17,15,17,23,16,26,28,23,19,23,24,27,27,21,21,29,35,24,27,24,29,18,34,17,24,19,20,19,19,11,18,13,8,12,13,9,6,9,12,13,11,11,15,8,8,9,10,8,6,7,6,13,11,14,10,6,15,10,13,15,14,11,5,12,9,9,6,15,17,9,6,3,6,7,5,17,9,7,12,13,9,13,5,9,9,8,9,8,6,15,6,8,10,11,9,10,21,16,16,18,33,32,34,49,66,69,83,132,159,172,211,239,330,365,381,466,476,528,534,588,629,673,647,635,634,654,602,648,496,515,474,431,421,323,324,257,246,198,133,129,103,81,59,50,47,43,29,18,14,12,13,6,2,6,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,data/raw/heat_1/imgs/16797.TIF,train
3,6148,sulfide,2,3-6148,60,121,2.651,2.313,2.97,2.079,2.193,1.4,4.2,10.162,0.61,0.74,0.092773438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,3,2,1,2,1,5,4,2,3,3,1,2,2,6,5,5,2,3,3,2,4,4,0,4,3,3,4,5,6,6,4,6,5,5,10,6,5,6,11,11,3,6,8,9,4,7,9,5,5,3,4,6,5,4,8,5,3,7,5,8,3,5,4,3,3,2,6,6,2,3,6,5,5,1,5,4,7,6,6,3,4,5,5,5,5,2,5,3,4,5,6,3,3,4,3,5,7,7,4,3,8,6,7,7,6,7,15,12,8,15,13,30,37,37,58,79,96,118,153,175,196,285,256,314,387,442,493,543,558,635,672,707,701,718,734,707,691,667,629,602,551,530,457,426,354,324,284,230,185,161,147,95,94,64,53,42,35,21,13,12,8,3,2,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/raw/heat_3/imgs/06148.TIF,train
3,6788,oxy-sulfide,3,3-6788,65,104,3.589,3.345,3.827,3.271,3.532,1.1,8.788,13.954,0.76,0.92,0.092773438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,1,6,3,7,2,5,5,11,18,7,11,15,15,17,24,21,21,14,21,15,30,24,33,16,24,28,24,20,19,18,18,25,14,10,9,16,9,13,7,6,9,7,7,3,5,7,7,5,3,5,2,9,8,7,7,8,5,10,7,5,9,5,4,3,6,4,7,4,5,4,4,7,6,5,8,5,7,3,9,3,5,6,10,5,10,3,4,8,9,3,9,12,3,0,8,6,3,5,7,7,10,2,8,5,5,3,4,7,6,7,11,7,4,11,10,20,15,31,35,44,43,69,94,98,113,148,210,230,288,316,350,434,458,540,574,554,625,688,690,689,729,728,700,662,617,610,536,500,436,402,362,297,290,211,177,142,117,114,87,57,44,40,30,22,11,12,10,5,4,1,4,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/raw/heat_3/imgs/06788.TIF,train
3,10933,oxide,1,3-10933,94,80,2.76,2.642,2.86,2.69,2.77,1.0,5.483,9.932,0.85,0.97,0.092773437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,3,7,11,9,16,16,16,14,19,23,22,21,24,15,8,16,18,12,12,12,5,4,1,5,4,3,2,6,5,3,5,4,2,5,4,3,5,2,2,2,3,2,3,1,5,2,0,1,1,1,1,1,3,1,4,5,6,0,3,1,3,3,1,2,4,2,3,4,3,3,1,4,6,3,2,1,2,1,1,3,3,2,3,3,3,4,1,3,2,2,1,2,2,2,0,2,2,2,1,5,3,3,3,1,3,3,5,5,3,5,1,2,3,6,9,2,1,0,2,1,4,5,1,5,5,3,2,2,3,8,4,3,2,5,5,3,4,0,5,6,8,14,5,13,10,14,26,37,49,44,48,93,103,120,150,217,236,294,351,392,425,462,521,576,662,656,718,694,745,666,692,684,663,652,572,606,518,436,428,368,280,287,238,209,166,136,96,89,56,61,43,26,21,14,16,9,9,2,2,1,1,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data/raw/heat_3/imgs/10933.TIF,train
1,20206,oxy-sulfide,3,1-20206,75,96,4.5,4.314,4.71,4.286,4.331,1.1,14.615,17.547,0.84,0.92,0.092773438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,5,2,10,6,4,11,9,12,15,22,21,13,18,24,16,26,21,12,20,11,9,16,11,26,16,15,11,13,13,12,15,5,7,10,12,8,8,18,10,6,9,11,9,14,14,15,9,4,15,18,14,17,16,25,20,16,22,17,31,34,32,26,28,36,50,43,28,33,30,35,17,19,23,20,15,16,23,10,17,6,12,12,8,10,7,8,9,5,3,7,6,11,5,8,12,6,7,10,4,6,4,5,8,2,8,6,7,6,5,2,4,2,7,10,6,4,2,7,10,5,8,2,6,8,4,4,5,3,13,8,3,8,9,5,12,10,14,19,13,14,20,21,33,45,70,79,110,109,158,207,246,265,308,339,410,439,458,563,577,659,641,646,706,648,661,659,626,576,556,537,466,438,382,332,276,211,215,164,134,114,106,97,61,52,38,32,20,18,16,13,6,6,4,4,3,4,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/raw/heat_1/imgs/20206.TIF,train
3,8391,oxide,1,3-8391,75,82,4.0,3.861,4.213,3.773,3.8,1.1,11.705,14.782,0.84,0.9,0.092773438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,4,4,4,7,8,10,17,28,32,33,48,46,49,56,55,58,47,51,47,33,31,30,30,22,19,18,13,14,14,11,10,5,11,12,9,4,3,7,10,4,3,10,4,4,9,4,2,10,5,11,6,7,3,6,10,4,7,5,5,5,4,3,3,4,3,5,1,9,4,8,4,3,5,4,3,5,9,7,12,4,5,7,6,2,3,4,4,2,8,4,8,5,3,4,4,4,2,3,4,5,2,3,7,7,2,5,4,2,5,5,6,7,3,9,7,6,5,4,7,5,7,5,4,3,4,5,6,6,8,6,12,5,23,21,16,25,44,53,61,80,103,117,173,192,217,260,309,365,487,452,511,568,579,645,665,662,660,670,681,651,662,609,545,560,503,434,397,341,315,252,215,176,147,124,103,75,61,46,35,21,17,20,13,6,7,5,3,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/raw/heat_3/imgs/08391.TIF,train
3,15249,oxy-sulfide,3,3-15249,127,92,3.115,2.968,3.248,2.98,3.041,1.1,6.92,11.09,0.83,0.94,0.092773438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,1,1,1,4,3,4,6,2,6,8,3,6,4,7,10,9,7,8,10,12,11,17,12,12,16,15,16,19,22,24,22,25,26,28,17,18,19,21,10,12,8,8,6,10,7,3,8,7,4,1,4,6,8,4,2,6,6,7,5,6,4,6,3,2,2,3,3,6,5,1,3,3,2,0,0,0,0,4,3,5,1,5,4,3,4,2,5,1,5,3,3,7,0,4,3,2,6,5,3,2,5,2,0,2,2,7,2,3,3,3,3,0,2,4,4,4,3,2,3,6,6,5,6,4,3,2,3,10,6,9,4,14,20,9,16,31,34,50,54,72,104,118,150,179,224,277,339,342,410,463,493,583,626,631,644,696,723,734,692,756,670,664,601,558,553,486,380,355,327,290,232,201,164,129,101,87,66,45,38,28,17,15,14,10,10,9,3,0,2,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data/raw/heat_3/imgs/15249.TIF,train
3,13495,sulfide,2,3-13495,110,135,2.447,2.248,2.591,2.349,2.384,1.1,3.968,9.398,0.75,0.92,0.092773438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,3,4,4,7,3,5,7,3,5,11,6,11,10,11,10,9,8,14,11,8,8,9,8,4,14,7,10,7,3,8,8,8,8,8,6,4,14,10,3,6,14,4,4,9,3,5,4,2,6,7,4,2,8,1,7,6,4,5,9,4,6,5,9,5,7,4,9,5,5,7,11,11,10,15,12,28,40,50,59,76,103,130,155,181,241,237,319,365,402,479,501,559,604,680,728,716,718,674,728,674,687,651,612,585,566,497,455,376,353,285,278,206,179,123,121,91,82,52,46,44,35,19,17,10,10,3,7,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/raw/heat_3/imgs/13495.TIF,train
2,1709,sulfide,2,2-1709,30,119,3.21,3.081,3.341,3.113,3.156,1.1,7.454,11.484,0.85,0.94,0.092773438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,7,7,6,6,12,17,14,17,23,26,26,23,37,35,45,32,23,28,29,27,27,21,18,16,10,18,11,18,15,9,14,14,7,11,9,9,5,6,7,6,6,9,6,12,5,10,5,7,8,7,4,9,5,8,4,7,5,6,8,6,5,5,5,7,4,6,6,8,5,4,5,6,7,4,7,9,5,3,6,7,16,17,17,21,32,34,50,68,87,91,116,162,193,228,272,292,364,425,453,548,595,655,679,684,756,691,746,736,740,652,652,545,540,491,461,421,385,258,240,196,164,139,123,97,64,55,45,34,29,19,15,16,4,4,9,2,1,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/raw/heat_2/imgs/01709.TIF,train
3,1608,oxy-sulfide,3,3-1608,18,102,3.002,2.846,3.136,2.875,2.974,1.1,6.361,11.33,0.82,0.95,0.092773438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,3,2,3,6,8,5,4,7,4,11,6,11,8,5,6,1,2,6,4,4,8,5,5,2,2,11,4,3,6,1,1,2,6,5,6,5,2,2,5,5,7,4,1,3,6,2,8,2,3,4,8,6,6,6,6,11,5,10,19,14,15,7,6,13,14,14,16,11,12,15,9,11,14,12,7,10,8,8,11,3,5,3,5,3,11,3,3,4,6,3,3,2,4,4,2,6,6,5,1,3,2,6,1,4,2,5,3,3,6,4,4,3,2,5,3,5,8,4,9,1,1,3,5,2,5,6,2,2,4,3,9,5,6,12,5,12,19,20,24,40,38,63,76,96,134,149,173,223,269,317,359,421,450,498,558,565,681,660,718,735,723,768,583,698,647,625,536,563,489,449,374,325,310,244,192,164,133,107,83,64,53,55,35,23,19,9,9,10,7,4,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/raw/heat_3/imgs/01608.TIF,train
4,918,oxide,1,4-918,12,81,4.43,4.165,4.746,4.072,4.475,1.1,13.625,17.121,0.77,0.94,0.092773438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,4,2,5,3,7,9,9,17,14,17,17,22,17,23,32,21,23,22,24,16,20,21,17,26,20,18,21,10,15,18,18,21,11,10,14,10,17,10,14,15,19,12,21,15,14,23,22,11,18,17,24,21,23,18,16,12,15,11,13,14,16,19,9,18,13,8,6,10,12,8,5,6,3,2,8,10,10,4,11,8,6,4,9,10,8,6,6,5,4,12,6,9,6,7,7,9,8,5,7,10,3,4,10,6,3,7,9,10,6,6,14,9,12,8,4,4,7,7,4,8,10,7,4,14,11,7,3,3,10,8,12,11,7,12,7,12,7,11,5,8,9,7,11,12,10,16,12,10,13,23,25,33,25,38,65,69,112,109,157,189,208,251,331,385,389,443,500,564,567,662,644,637,674,696,705,683,664,619,603,518,487,439,377,317,269,245,195,181,138,107,70,76,44,33,31,24,15,14,5,3,4,0,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/raw/heat_4/imgs/00918.TIF,train
2,2042,non-inclusion,0,2-2042,36,86,2.904,2.77,3.08,2.732,2.821,1.1,6.025,10.348,0.81,0.92,0.092773438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,0,2,3,9,14,7,11,11,7,7,16,16,13,12,18,19,18,23,24,18,15,20,18,11,23,9,11,13,10,9,9,9,8,10,9,4,5,9,7,11,4,5,4,4,2,4,5,7,4,1,4,3,4,2,3,6,1,7,2,8,2,5,5,4,3,7,1,2,3,2,3,4,2,3,1,2,5,1,1,2,0,4,3,5,5,3,3,4,2,2,1,1,1,4,2,6,4,1,1,3,3,2,3,3,2,2,3,5,2,3,1,6,3,4,6,2,7,2,5,2,3,5,4,7,9,10,11,10,20,28,25,44,56,83,86,123,167,191,252,259,364,395,442,492,605,595,634,651,680,717,784,721,723,725,686,659,621,533,524,445,416,343,268,253,193,201,118,119,91,65,56,40,27,15,15,16,9,5,6,1,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/raw/heat_2/imgs/02042.TIF,train
2,1693,oxide,1,2-1693,29,79,4.753,4.517,5.065,4.513,4.622,1.1,16.026,18.795,0.8,0.91,0.092773438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,4,5,6,7,11,15,23,27,31,44,33,43,40,50,38,44,65,41,47,55,41,47,45,33,49,48,47,39,38,15,34,24,27,23,21,18,23,15,13,18,12,7,17,10,13,11,13,13,8,9,9,12,11,10,9,5,12,8,2,7,5,11,9,3,10,6,11,5,6,6,5,16,2,6,7,2,6,7,8,9,8,7,6,9,11,3,9,2,5,6,9,3,8,5,10,8,8,7,11,5,4,8,8,3,6,7,8,8,8,5,7,9,5,10,4,5,8,7,4,7,8,9,6,18,5,6,9,8,8,18,14,15,12,15,19,15,22,31,34,44,65,70,83,112,143,168,200,231,282,339,412,454,455,543,617,634,648,665,706,646,644,666,569,632,576,522,490,430,364,324,261,274,185,152,148,112,95,81,72,43,24,18,13,14,4,8,5,2,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data/raw/heat_2/imgs/01693.TIF,train
